Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;68235.625
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;54595.625
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;55459.7917
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;55459.7917
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;55459.7917
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;55459.7917
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;55459.7917
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;55459.7917
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;55459.7917
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;105443.9583
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;92992.2917
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;92668.125
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;92668.125
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;92668.125
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;92668.125
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;92668.125
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;92668.125
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;92668.125
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;88545.8333
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;79300.8333
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;78965.8333
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;78965.8333
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;78965.8333
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;78965.8333
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;78965.8333
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;78965.8333
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;78965.8333
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;68420.3472
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;54456.1806
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;55320.3472
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;55320.3472
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;55320.3472
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;55320.3472
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;55320.3472
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;55320.3472
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;55320.3472
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;68235.625
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;54595.625
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;55459.7917
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;55459.7917
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;55459.7917
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;55459.7917
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;55459.7917
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;55459.7917
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;55459.7917
level%_%level1%_%root%_%;41150;56895.4722
level%_%level2%_%root%_%;41790;43132.5556
level%_%level3%_%root%_%;42300;43132.5556
level%_%level4%_%root%_%;43680;43132.5556
level%_%level5%_%root%_%;43560;43132.5556
level%_%level6%_%root%_%;45720;43132.5556
level%_%level7%_%root%_%;44370;43132.5556
level%_%level8%_%root%_%;46950;43132.5556
level%_%level9%_%root%_%;45770;43132.5556
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;72665.5556
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;59414.7222
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;60603.0556
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;60603.0556
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;60603.0556
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;60603.0556
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;60603.0556
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;60603.0556
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;60603.0556
compression%_%compressionBzip2%_%encryption%_%level%_%level1%_%root%_%;213900;109458.0556
compression%_%compressionBzip2%_%encryption%_%level%_%level2%_%root%_%;222830;97395.5556
compression%_%compressionBzip2%_%encryption%_%level%_%level3%_%root%_%;233560;97395.5556
compression%_%compressionBzip2%_%encryption%_%level%_%level4%_%root%_%;243700;97395.5556
compression%_%compressionBzip2%_%encryption%_%level%_%level5%_%root%_%;250030;97395.5556
compression%_%compressionBzip2%_%encryption%_%level%_%level6%_%root%_%;260550;97395.5556
compression%_%compressionBzip2%_%encryption%_%level%_%level7%_%root%_%;263150;97395.5556
compression%_%compressionBzip2%_%encryption%_%level%_%level8%_%root%_%;271090;97395.5556
compression%_%compressionBzip2%_%encryption%_%level%_%level9%_%root%_%;274670;97395.5556
compression%_%compressionGzip%_%encryption%_%level%_%level1%_%root%_%;88600;87218.6111
compression%_%compressionGzip%_%encryption%_%level%_%level2%_%root%_%;89260;77649.4444
compression%_%compressionGzip%_%encryption%_%level%_%level3%_%root%_%;97960;77638.6111
compression%_%compressionGzip%_%encryption%_%level%_%level4%_%root%_%;103630;77638.6111
compression%_%compressionGzip%_%encryption%_%level%_%level5%_%root%_%;114530;77638.6111
compression%_%compressionGzip%_%encryption%_%level%_%level6%_%root%_%;139600;77638.6111
compression%_%compressionGzip%_%encryption%_%level%_%level7%_%root%_%;156680;77638.6111
compression%_%compressionGzip%_%encryption%_%level%_%level8%_%root%_%;198500;77638.6111
compression%_%compressionGzip%_%encryption%_%level%_%level9%_%root%_%;205040;77638.6111
compression%_%compressionLzo%_%encryption%_%level%_%level1%_%root%_%;65730;74482.9167
compression%_%compressionLzo%_%encryption%_%level%_%level2%_%root%_%;59710;60907.9167
compression%_%compressionLzo%_%encryption%_%level%_%level3%_%root%_%;61770;62096.25
compression%_%compressionLzo%_%encryption%_%level%_%level4%_%root%_%;60460;62096.25
compression%_%compressionLzo%_%encryption%_%level%_%level5%_%root%_%;61210;62096.25
compression%_%compressionLzo%_%encryption%_%level%_%level6%_%root%_%;61790;62096.25
compression%_%compressionLzo%_%encryption%_%level%_%level7%_%root%_%;64550;62096.25
compression%_%compressionLzo%_%encryption%_%level%_%level8%_%root%_%;63620;62096.25
compression%_%compressionLzo%_%encryption%_%level%_%level9%_%root%_%;64620;62096.25
compression%_%compressionZpaq%_%encryption%_%level%_%level1%_%root%_%;681080;72665.5556
compression%_%compressionZpaq%_%encryption%_%level%_%level2%_%root%_%;684690;59414.7222
compression%_%compressionZpaq%_%encryption%_%level%_%level3%_%root%_%;681250;60603.0556
compression%_%compressionZpaq%_%encryption%_%level%_%level4%_%root%_%;2288260;60603.0556
compression%_%compressionZpaq%_%encryption%_%level%_%level5%_%root%_%;2282110;60603.0556
compression%_%compressionZpaq%_%encryption%_%level%_%level6%_%root%_%;2273900;60603.0556
compression%_%compressionZpaq%_%encryption%_%level%_%level7%_%root%_%;2282560;60603.0556
compression%_%compressionZpaq%_%encryption%_%level%_%level8%_%root%_%;5802460;60603.0556
compression%_%compressionZpaq%_%encryption%_%level%_%level9%_%root%_%;5810950;60603.0556
encryption%_%level%_%level1%_%root%_%;49760;66470.6806
encryption%_%level%_%level2%_%root%_%;53200;53597.3472
encryption%_%level%_%level3%_%root%_%;56980;53597.3472
encryption%_%level%_%level4%_%root%_%;54820;53597.3472
encryption%_%level%_%level5%_%root%_%;53500;53597.3472
encryption%_%level%_%level6%_%root%_%;56570;53597.3472
