Configuration;MeasuredValue;PredictedValue
iv_users%_%root%_%time_passes%_%;210.34;212.8833
gvn%_%iv_users%_%root%_%time_passes%_%;219.1533;252.3473
instcombine%_%iv_users%_%root%_%time_passes%_%;216.4033;236.0587
inline%_%iv_users%_%root%_%time_passes%_%;207.7467;230.6878
iv_users%_%jump_threading%_%root%_%time_passes%_%;199.6833;219.3167
iv_users%_%root%_%simplifycfg%_%time_passes%_%;200.38;212.9909
iv_users%_%root%_%sccp%_%time_passes%_%;200.66;214.145
iv_users%_%print_used_types%_%root%_%time_passes%_%;203.18;214.5593
ipsccp%_%iv_users%_%root%_%time_passes%_%;202.2333;212.1187
iv_users%_%licm%_%root%_%time_passes%_%;212.4467;212.8833
gvn%_%iv_users%_%licm%_%root%_%time_passes%_%;228.3;252.3473
instcombine%_%iv_users%_%licm%_%root%_%time_passes%_%;230.74;236.0587
inline%_%iv_users%_%licm%_%root%_%time_passes%_%;241.7767;230.6878
iv_users%_%jump_threading%_%licm%_%root%_%time_passes%_%;212.92;219.3167
iv_users%_%licm%_%root%_%simplifycfg%_%time_passes%_%;213.48;212.9909
iv_users%_%licm%_%root%_%sccp%_%time_passes%_%;214.37;214.145
iv_users%_%licm%_%print_used_types%_%root%_%time_passes%_%;216.5867;214.5593
ipsccp%_%iv_users%_%licm%_%root%_%time_passes%_%;215.6067;212.1187
gvn%_%jump_threading%_%root%_%time_passes%_%;232.2;243.0632
gvn%_%licm%_%root%_%time_passes%_%;267.4267;256.2077
jump_threading%_%licm%_%root%_%time_passes%_%;220.08;222.4932
gvn%_%jump_threading%_%licm%_%root%_%time_passes%_%;256.2233;243.0632
gvn%_%iv_users%_%jump_threading%_%root%_%time_passes%_%;221.6067;239.8867
gvn%_%iv_users%_%jump_threading%_%licm%_%root%_%time_passes%_%;230.79;239.8867
jump_threading%_%root%_%simplifycfg%_%time_passes%_%;205.9467;221.8488
gvn%_%root%_%simplifycfg%_%time_passes%_%;230.74;253.9744
gvn%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;229.8567;248.7113
gvn%_%iv_users%_%root%_%simplifycfg%_%time_passes%_%;222.2367;250.114
iv_users%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;200.9233;217.5292
gvn%_%iv_users%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;223.0133;244.3916
licm%_%root%_%simplifycfg%_%time_passes%_%;219.4967;216.2493
jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;218.0733;221.8488
iv_users%_%jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;214.2433;217.5292
gvn%_%licm%_%root%_%simplifycfg%_%time_passes%_%;238.7533;253.9744
gvn%_%iv_users%_%licm%_%root%_%simplifycfg%_%time_passes%_%;231.2167;250.114
gvn%_%jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;255.6433;248.7113
gvn%_%iv_users%_%jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;232.2167;244.3916
instcombine%_%root%_%simplifycfg%_%time_passes%_%;224.0733;243.4143
instcombine%_%jump_threading%_%root%_%time_passes%_%;234.08;234.5996
instcombine%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;233.2767;236.7559
gvn%_%instcombine%_%root%_%time_passes%_%;232.7;257.2184
gvn%_%instcombine%_%jump_threading%_%root%_%time_passes%_%;245.9367;242.1507
gvn%_%instcombine%_%root%_%simplifycfg%_%time_passes%_%;246.7567;254.9094
gvn%_%instcombine%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;245.7567;248.1157
instcombine%_%licm%_%root%_%time_passes%_%;257.3333;243.4143
instcombine%_%licm%_%root%_%simplifycfg%_%time_passes%_%;237.1033;243.4143
gvn%_%instcombine%_%licm%_%root%_%time_passes%_%;238.23;257.2184
gvn%_%instcombine%_%licm%_%root%_%simplifycfg%_%time_passes%_%;255.2133;254.9094
instcombine%_%jump_threading%_%licm%_%root%_%time_passes%_%;237.6967;234.5996
gvn%_%instcombine%_%jump_threading%_%licm%_%root%_%time_passes%_%;254.34;242.1507
instcombine%_%jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;235.91;236.7559
gvn%_%instcombine%_%jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;254.0733;248.1157
instcombine%_%iv_users%_%root%_%simplifycfg%_%time_passes%_%;217.6967;236.0587
instcombine%_%iv_users%_%jump_threading%_%root%_%time_passes%_%;217.0933;229.9063
instcombine%_%iv_users%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;218.1233;229.9063
instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%time_passes%_%;231.3233;229.9063
instcombine%_%iv_users%_%licm%_%root%_%simplifycfg%_%time_passes%_%;231.62;236.0587
instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;233.0033;229.9063
gvn%_%instcombine%_%iv_users%_%root%_%time_passes%_%;234.87;252.528
gvn%_%instcombine%_%iv_users%_%root%_%simplifycfg%_%time_passes%_%;238.7333;250.219
gvn%_%instcombine%_%iv_users%_%licm%_%root%_%time_passes%_%;246.0033;252.528
gvn%_%instcombine%_%iv_users%_%licm%_%root%_%simplifycfg%_%time_passes%_%;247.9933;250.219
gvn%_%instcombine%_%iv_users%_%jump_threading%_%root%_%time_passes%_%;238.0967;240.9884
gvn%_%instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%time_passes%_%;247.8033;240.9884
gvn%_%instcombine%_%iv_users%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;239.5567;244.797
gvn%_%instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%simplifycfg%_%time_passes%_%;249.0367;244.797
instcombine%_%root%_%sccp%_%time_passes%_%;222.4333;240.0489
root%_%sccp%_%simplifycfg%_%time_passes%_%;205.2067;210.376
instcombine%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;222.52;238.8299
jump_threading%_%root%_%sccp%_%time_passes%_%;207.2333;212.9677
jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;206.6167;211.954
instcombine%_%jump_threading%_%root%_%sccp%_%time_passes%_%;222.8233;232.9312
instcombine%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;232.66;231.8532
gvn%_%root%_%sccp%_%time_passes%_%;229.1667;241.5437
gvn%_%instcombine%_%root%_%sccp%_%time_passes%_%;244.5;245.5837
gvn%_%jump_threading%_%root%_%sccp%_%time_passes%_%;231.19;240.5889
gvn%_%instcombine%_%jump_threading%_%root%_%sccp%_%time_passes%_%;244.49;239.5107
gvn%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;229.6767;239.0585
gvn%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;230.59;243.4274
gvn%_%instcombine%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;246.48;243.0229
gvn%_%instcombine%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;246.4967;242.0812
instcombine%_%iv_users%_%root%_%sccp%_%time_passes%_%;218.0967;234.7243
iv_users%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;205.3633;210.376
instcombine%_%iv_users%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;222.1867;233.5053
gvn%_%iv_users%_%root%_%sccp%_%time_passes%_%;221.25;241.5437
gvn%_%iv_users%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;227.1833;239.0585
gvn%_%instcombine%_%iv_users%_%root%_%sccp%_%time_passes%_%;237.75;242.9243
gvn%_%instcombine%_%iv_users%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;240.34;240.3635
iv_users%_%jump_threading%_%root%_%sccp%_%time_passes%_%;201.7033;212.9677
instcombine%_%iv_users%_%jump_threading%_%root%_%sccp%_%time_passes%_%;218.7267;228.572
gvn%_%iv_users%_%jump_threading%_%root%_%sccp%_%time_passes%_%;223.3367;240.5889
gvn%_%instcombine%_%iv_users%_%jump_threading%_%root%_%sccp%_%time_passes%_%;242.0867;238.6823
iv_users%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;206.1167;211.954
gvn%_%iv_users%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;227.64;243.4274
instcombine%_%iv_users%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;219.87;227.494
gvn%_%instcombine%_%iv_users%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;243.26;241.2529
licm%_%root%_%sccp%_%time_passes%_%;217.3967;214.145
instcombine%_%licm%_%root%_%sccp%_%time_passes%_%;234.8667;240.0489
licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;217.68;210.376
instcombine%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;234.42;238.8299
jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;219.3133;212.9677
jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;218.96;211.954
instcombine%_%jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;236.7367;232.9312
instcombine%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;236.4333;231.8532
instcombine%_%iv_users%_%licm%_%root%_%sccp%_%time_passes%_%;232.22;234.7243
iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;214.8867;212.9677
instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;233.4167;228.572
iv_users%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;218.2967;210.376
iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;219.0767;211.954
instcombine%_%iv_users%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;234.8733;233.5053
instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;236.3467;227.494
gvn%_%licm%_%root%_%sccp%_%time_passes%_%;237.1333;241.5437
gvn%_%instcombine%_%licm%_%root%_%sccp%_%time_passes%_%;252.8367;245.5837
gvn%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;237.89;239.0585
gvn%_%instcombine%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;255.0133;243.0229
gvn%_%iv_users%_%licm%_%root%_%sccp%_%time_passes%_%;230.4667;241.5437
gvn%_%iv_users%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;235.7;239.0585
gvn%_%instcombine%_%iv_users%_%licm%_%root%_%sccp%_%time_passes%_%;247.6867;242.9243
gvn%_%instcombine%_%iv_users%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;250.0667;240.3635
gvn%_%jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;238.2033;240.5889
gvn%_%instcombine%_%jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;252.9867;239.5107
gvn%_%iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;232.4933;240.5889
gvn%_%instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%time_passes%_%;251.01;238.6823
gvn%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;255.12;243.4274
gvn%_%iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;234.0533;243.4274
gvn%_%instcombine%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;254.4967;242.0812
gvn%_%instcombine%_%iv_users%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;251.9833;241.2529
root%_%time_passes%_%;210.44;215.7404
gvn%_%root%_%time_passes%_%;234.68;256.2077
instcombine%_%root%_%time_passes%_%;219.6367;243.4143
inline%_%root%_%time_passes%_%;208.92;236.074
jump_threading%_%root%_%time_passes%_%;208.0467;222.4932
root%_%simplifycfg%_%time_passes%_%;206.9;216.2493
root%_%sccp%_%time_passes%_%;204.9867;214.145
print_used_types%_%root%_%time_passes%_%;204.0533;218.2191
ipsccp%_%root%_%time_passes%_%;201.1533;203.2047
licm%_%root%_%time_passes%_%;258.8267;215.7404
gvn%_%inline%_%instcombine%_%ipsccp%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;249.1167;237.2879
gvn%_%inline%_%iv_users%_%licm%_%print_used_types%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;248.0633;236.9769
inline%_%instcombine%_%jump_threading%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;224.5067;240.7684
gvn%_%instcombine%_%ipsccp%_%print_used_types%_%root%_%sccp%_%time_passes%_%;241.0167;237.697
gvn%_%ipsccp%_%print_used_types%_%root%_%time_passes%_%;221.3333;244.4373
gvn%_%inline%_%instcombine%_%ipsccp%_%jump_threading%_%licm%_%print_used_types%_%root%_%simplifycfg%_%time_passes%_%;262.94;241.4239
gvn%_%instcombine%_%ipsccp%_%jump_threading%_%licm%_%print_used_types%_%root%_%sccp%_%time_passes%_%;250.2767;236.2747
instcombine%_%iv_users%_%licm%_%print_used_types%_%root%_%simplifycfg%_%time_passes%_%;231.63;231.621
gvn%_%instcombine%_%ipsccp%_%jump_threading%_%root%_%simplifycfg%_%time_passes%_%;243.9633;243.8928
gvn%_%inline%_%instcombine%_%ipsccp%_%iv_users%_%jump_threading%_%root%_%sccp%_%time_passes%_%;255.39;241.7103
inline%_%instcombine%_%iv_users%_%print_used_types%_%root%_%sccp%_%time_passes%_%;227.19;234.0093
gvn%_%ipsccp%_%jump_threading%_%licm%_%root%_%sccp%_%simplifycfg%_%time_passes%_%;238.5567;238.8877
iv_users%_%jump_threading%_%print_used_types%_%root%_%simplifycfg%_%time_passes%_%;201.9733;216.6242
gvn%_%inline%_%instcombine%_%iv_users%_%jump_threading%_%licm%_%print_used_types%_%root%_%time_passes%_%;259.26;238.3402
